Name,Type,City,State,Assets,Deposits,ibanknet_URL,v5_status,Match_note,Regulator,Source_note,Retrieval_date
"HSBC Bank USA, National Association",Out-of-state bank with CA branches (SOD),,,,15549922,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_413208,IN_V5,"exact: HSBC Bank USA, National Association",,6 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Zions Bancorporation, N.A.",Out-of-state bank with CA branches (SOD),,,,15529542,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_276579,IN_V5,"exact: Zions Bancorporation, N.A.",,78 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Comerica Bank,Out-of-state bank with CA branches (SOD),,,,14908067,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_60143,IN_V5,exact: Comerica Bank,,85 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Pacific Premier Bank, National Association",Out-of-state bank with CA branches (SOD),,,,13467773,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_431172,IN_V5,"exact: Pacific Premier Bank, National Association",,44 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"PNC Bank, National Association",Out-of-state bank with CA branches (SOD),,,,7798464,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_817824,IN_V5,"exact: PNC Bank, National Association",,56 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Umpqua Bank,Out-of-state bank with CA branches (SOD),,,,7124985,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_143662,IN_V5,exact: Umpqua Bank (Columbia),,61 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Enterprise Bank & Trust,Out-of-state bank with CA branches (SOD),,,,4811960,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1190476,IN_V5,exact: Enterprise Bank & Trust,,8 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Washington Federal Bank,Out-of-state bank with CA branches (SOD),,,,3886981,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_656377,IN_V5,exact: Washington Federal Bank,,11 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Citizens Bank, National Association",Out-of-state bank with CA branches (SOD),,,,3715621,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3303298,NEW_GAP,"Citizens Bank N.A. (Citizens Financial Group, RI) - distinct from v5 ""Citizens Business Bank""",,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Mizrahi Tefahot Bank, Ltd.",Out-of-state bank with CA branches (SOD),,,,3309713,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_887461,IN_V5,"exact: Mizrahi Tefahot Bank, Ltd. (UMTB USA)",,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
First Bank,Out-of-state bank with CA branches (SOD),,,,3168933,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_169653,IN_V5,exact: First Bank (MO),,45 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Flagstar Bank, National Association",Out-of-state bank with CA branches (SOD),,,,3126219,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_694904,IN_V5,"exact: Flagstar Bank, National Association",,16 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Banner Bank,Out-of-state bank with CA branches (SOD),,,,2610504,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_352772,IN_V5,exact: Banner Bank,,30 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Sunwest Bank,Out-of-state bank with CA branches (SOD),,,,2421811,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_140362,IN_V5,exact: Sunwest Bank,,3 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
MidFirst Bank,Out-of-state bank with CA branches (SOD),,,,2259863,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_595270,IN_V5,exact: MidFirst Bank,,5 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
The Northern Trust Company,Out-of-state bank with CA branches (SOD),,,,2223820,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_210434,IN_V5,exact: The Northern Trust Company,,8 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"EverBank, National Association",Out-of-state bank with CA branches (SOD),,,,2199297,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2735146,IN_V5,"exact: EverBank, National Association",,27 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Valley National Bank,Out-of-state bank with CA branches (SOD),,,,1697582,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_229801,IN_V5,exact: Valley National Bank,,3 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
HomeStreet Bank,Out-of-state bank with CA branches (SOD),,,,1400139,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_258771,IN_V5,exact: HomeStreet Bank,,22 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"UMB Bank, National Association",Out-of-state bank with CA branches (SOD),,,,1202740,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_936855,NEW_GAP,,,7 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Industrial and Commercial Bank of China USA, National Association",Out-of-state bank with CA branches (SOD),,,,908379,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1015560,IN_V5,"exact: Industrial and Commercial Bank of China USA, National Association",,10 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Israel Discount Bank of New York,Out-of-state bank with CA branches (SOD),,,,840384,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_320119,IN_V5,exact: Israel Discount Bank of New York (IDB),,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Golden Bank, National Association",Out-of-state bank with CA branches (SOD),,,,630355,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_536059,IN_V5,"exact: Golden Bank, National Association",,6 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Habib American Bank,Out-of-state bank with CA branches (SOD),,,,612187,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_245016,IN_V5,exact: Habib American Bank (HAB),,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Cornerstone Community Bank,Out-of-state bank with CA branches (SOD),,,,580953,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3485420,NEW_GAP,,,4 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Woori America Bank,Out-of-state bank with CA branches (SOD),,,,572636,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_384018,IN_V5,exact: Woori America Bank,,6 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Shinhan Bank America,Out-of-state bank with CA branches (SOD),,,,478280,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1494914,IN_V5,exact: Shinhan Bank America,,5 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
OneUnited Bank,Out-of-state bank with CA branches (SOD),,,,476360,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_935308,IN_V5,exact: OneUnited Bank,,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
American First National Bank,Out-of-state bank with CA branches (SOD),,,,419284,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2694681,IN_V5,exact: American First National Bank,,3 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Amalgamated Bank,Out-of-state bank with CA branches (SOD),,,,397338,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_661308,NEW_GAP,,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Community Valley Bank,Out-of-state bank with CA branches (SOD),,,,285457,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3637706,IN_V5,exact: Community Valley Bank,,5 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"City First Bank, National Association",Out-of-state bank with CA branches (SOD),,,,254982,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2697963,IN_V5,"exact: City First Bank, National Association",,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Sunflower Bank, National Association",Out-of-state bank with CA branches (SOD),,,,209727,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_474759,IN_V5,"exact: Sunflower Bank, National Association",,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
TIB National Association,Out-of-state bank with CA branches (SOD),,,,174070,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_529958,IN_V5,exact: TIB National Association,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Southwestern National Bank,Out-of-state bank with CA branches (SOD),,,,174025,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2625724,IN_V5,exact: Southwestern National Bank,,3 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Safra National Bank of New York,Out-of-state bank with CA branches (SOD),,,,173127,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_918918,NEW_GAP,,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"SoFi Bank, National Association",Out-of-state bank with CA branches (SOD),,,,167233,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_962966,NEW_GAP,,,3 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Beal Bank USA,Out-of-state bank with CA branches (SOD),,,,163167,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3284397,NEW_GAP,,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Wallis Bank,Out-of-state bank with CA branches (SOD),,,,108598,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_283867,IN_V5,exact: Wallis Bank,,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Monet Bank,Out-of-state bank with CA branches (SOD),,,,60278,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1176881,NEW_GAP,,,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Bank of Guam,Out-of-state bank with CA branches (SOD),,,,53145,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_711472,NEW_GAP,,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Citizens National Bank of Texas,Out-of-state bank with CA branches (SOD),,,,33108,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_552161,NEW_GAP,,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
First IC Bank,Out-of-state bank with CA branches (SOD),,,,31528,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2877840,IN_V5,exact: First IC Bank,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
CIBC Bank USA,Out-of-state bank with CA branches (SOD),,,,16966,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1842065,NEW_GAP,,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
CIBC National Trust Company,Out-of-state bank with CA branches (SOD),,,,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_975751,IN_V5,exact: CIBC National Trust Company,,2 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
First Western Trust Bank,Out-of-state bank with CA branches (SOD),,,,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3158546,IN_V5,exact: First Western Trust Bank,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Wilmington Trust, National Association",Out-of-state bank with CA branches (SOD),,,,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2265456,IN_V5,"exact: Wilmington Trust, National Association",,3 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
The Bank of New York Mellon,Out-of-state bank with CA branches (SOD),,,,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_541101,POSSIBLE_MATCH,"Lead bank charter; v5 covers affiliates BNY Mellon N.A. and BNY Mellon Trust Co N.A. - same group, different charter",,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"LendingClub Bank, National Association",Out-of-state bank with CA branches (SOD),,,,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_264772,NEW_GAP,,,1 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"BNY Mellon, National Association",Out-of-state bank with CA branches (SOD),,,,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_934329,IN_V5,"exact: BNY Mellon, National Association",,4 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
WOORI BK LA BR,Foreign Banking Organization (USB),Los Angeles,CA,7461409,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_44769,NEW_GAP,FBO branch of Woori Bank (Korea); v5 has US subsidiary Woori America Bank - separate charter,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
MUFG BK LOS ANGELES BR,Foreign Banking Organization (UFB),Los Angeles,CA,3913711,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_112967,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
BANK OF CHINA LA BR,Foreign Banking Organization (UFB),Los Angeles,CA,3138633,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1218361,NEW_GAP,FBO branch of Bank of China; distinct from v5 ICBC USA N.A.,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
ADYEN NV SAN FRANCISCO BR,Foreign Banking Organization (UFB),San Francisco,CA,2376702,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_5616273,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
E SUN CMRL BK LOS ANGELES BR,Foreign Banking Organization (USB),City Of Industry,CA,2293367,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2929851,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
BANK OF E ASIA LA BR,Foreign Banking Organization (UFB),Alhambra,CA,1547894,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1858990,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
LAND BK OF TAIWAN LA BR,Foreign Banking Organization (USB),Los Angeles,CA,1426734,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2614009,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
FIRST CMRL BK LA BR,Foreign Banking Organization (USB),Los Angeles,CA,1344900,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1438963,IN_V5,core match: First Commercial Bank (USA),,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
CHANG HWA CMRL BK LA BR,Foreign Banking Organization (USB),Los Angeles,CA,1340859,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1488771,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
STATE BK OF INDIA LA BR,Foreign Banking Organization (USB),Los Angeles,CA,1267285,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_116068,IN_V5,core match: State Bank of India (California),,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
BANK SINOPAC LA BR,Foreign Banking Organization (USB),Pasadena,CA,1141570,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2826062,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
HUA NAN CMRL BK LA BR,Foreign Banking Organization (USB),Los Angeles,CA,1088880,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1437014,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
TAIWAN CO-OP BK LA BR,Foreign Banking Organization (USB),Los Angeles,CA,961279,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2361077,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
BANK OF TAIWAN LA BR,Foreign Banking Organization (USB),Los Angeles,CA,916923,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2045809,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
MEGA INTL CMRL BK LA BR,Foreign Banking Organization (USB),Los Angeles,CA,913677,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_683663,NEW_GAP,"FBO branch of Mega International Commercial Bank (Taiwan); distinct from v5 ""Mega Bank"" (San Gabriel CA)",,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
MEGA INTL CMRL SILICON VALL BR,Foreign Banking Organization (USB),San Jose,CA,835263,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1395374,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
TAIWAN BUS BK LA BR,Foreign Banking Organization (USB),Los Angeles,CA,749822,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2066121,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
SHANGHAI CMRL BK SF BR,Foreign Banking Organization (USB),San Francisco,CA,614107,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_748665,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
CHINA CITIC BK INTL LA BR,Foreign Banking Organization (UFB),Alhambra,CA,542745,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_806864,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
SHANGHAI CMRL BK LA BR,Foreign Banking Organization (USB),Alhambra,CA,338338,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1869352,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
BANK OF CMNTNS SF BR,Foreign Banking Organization (UFB),San Francisco,CA,220896,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_4357225,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
CMB WING LUNG BK LA BR,Foreign Banking Organization (UFB),Irvine,CA,146587,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_571564,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
BANK OF INDIA SF AGY,Foreign Banking Organization (USA),San Francisco,CA,138714,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_731667,NEW_GAP,"FBO agency of Bank of India; distinct from v5 ""State Bank of India (California)""",,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
CMB WING LUNG BK SF BR,Foreign Banking Organization (UFB),San Francisco,CA,131405,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_4725141,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
PHILIPPINE NB LA BR,Foreign Banking Organization (USB),Los Angeles,CA,49496,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_746568,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
SUMITOMO MITSUI BKG CORP LA BR,Foreign Banking Organization (USB),Los Angeles,CA,3063,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1163162,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
MIZUHO BK LOS ANGELES BR,Foreign Banking Organization (USB),Los Angeles,CA,2067,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_109565,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
OVERSEA-CHINESE BKG LA AGY,Foreign Banking Organization (USA),Los Angeles,CA,1134,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1418107,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
SUMITOMO MITSUI BKG CORP SF BR,Foreign Banking Organization (USB),San Francisco,CA,0,,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_875365,NEW_GAP,,,FBO office in CA (branch/agency/rep office of foreign bank),2026-06-10
